artist_name,spotify_link,mbid,country,method,track_used,tracks_tried,total_tracks_available,phase_used
Heaven & Hell,https://open.spotify.com/artist/4UjiBRkTw9VmvDZiJZKPJ7,484a1d40-0fb9-4768-acff-b570cedaacb4,US,step16_fallback_none,Bible Black,1.0,10.0,1.0
Heavy Pettin,https://open.spotify.com/artist/6qBZ5zsKQjFGnYGmGFNCTC,a89f72e1-2ddf-465e-87b3-8a041c2a6a36,GB,step16_fallback_none,Sole Survivor,1.0,10.0,1.0
Heavy Sentence,https://open.spotify.com/artist/47oKEddNhiVdB6zaCPEuag,8411af0b-f8d8-46a9-a33a-16d408a45280,GB,step16_fallback_none,On the Run,1.0,10.0,1.0
Hellhammer,https://open.spotify.com/artist/3FrsGZO0uosIs2Vn2TJhQY,66f561b1-a9d6-4656-a226-6b63384869e7,CH,step16_fallback_none,Messiah,1.0,10.0,1.0
Hellwitch,https://open.spotify.com/artist/2Up4RluaLMAQ7YcxYYyAgL,427ff25b-7948-4b61-884b-3d2a1a87d79f,US,step16_fallback_none,Nosferatu,1.0,10.0,1.0
Helstar,https://open.spotify.com/artist/4AqUiufKqVihh6uAMonwCv,3b0f2300-1f53-4cc1-acbc-0e9a78871661,US,step16_fallback_none,Rhapsody In Black,1.0,10.0,1.0
Hero's Fate,https://open.spotify.com/artist/1ydxow902J1B6oJ2T8Mu2s,561d4989-4e04-416f-aa8d-44f3100ec16f,DE,step16_fallback_none,Cosmos Ex Chaos,1.0,10.0,1.0
HeXeN,https://open.spotify.com/artist/4nLzJeIvsP58MnoN7e9KT3,da2e07d4-9f00-4549-b5b3-27348cc9203c,US,step16_fallback_none,Knee Deep in the Dead,1.0,10.0,1.0
Hiroshima,https://open.spotify.com/artist/0l4GESsrhaMOmmCBBoGETE,4e63fd67-b755-4412-a645-13b7cf69a588,SE,step16_fallback_none,Soldier of the World,1.0,10.0,1.0
HELL FREEZES OVER,https://open.spotify.com/artist/4b70K3DiuR9xi9xIBQAqb4,8f85c964-b369-499e-a769-ed0d5b530abf,JP,step16d_unique_exact_name_country_only,,,,
Holy Terror,https://open.spotify.com/artist/649XQpykrdULMHdaewXeYp,cdadd713-e702-4d39-9f36-172687eeef21,US,step16_fallback_none,Debt of Pain,1.0,10.0,1.0
Horn,https://open.spotify.com/artist/5MmWBBxtGph66XDnjymwjW,9b02b1ef-8ded-4dbf-a005-a5c98b6b178a,DE,step16_fallback_none,Antoniusfeuer,1.0,10.0,1.0
House of Atreus,https://open.spotify.com/artist/1ocLj0XHbcpRdAcoFJPDCN,05f32414-9271-457d-b440-786fad880580,US,step16_fallback_none,The Madness of Ixion,1.0,10.0,1.0
Hulder,https://open.spotify.com/artist/65vrcJ67suxLePeEhUtLLo,77a7f107-38ad-4443-8167-9af8f37cb30e,US,step16_fallback_none,Bestial Form of Humanity,1.0,10.0,1.0
Hypocrisy,https://open.spotify.com/artist/73UIalJYgktSi7qQFV53Qv,b1e23ada-a7eb-42d7-91ec-67a43bead43a,SE,step16_fallback_none,Eraser,1.0,10.0,1.0
Hypocrite,https://open.spotify.com/artist/4csbnlgtH2vX8cEAo1S45g,cbb8d1f8-6b68-48c2-bd2f-2502815f4a23,SE,step16_fallback_none,Dreadful Shadow,1.0,10.0,1.0
I,https://open.spotify.com/artist/5E9XOlEicDpLGlRZCRarR7,e6a32fc7-9ddd-4af9-abbc-cab93cca1cc7,NO,step16_fallback_none,The Storm I Ride,1.0,10.0,1.0
Immolation,https://open.spotify.com/artist/3rt16vhD1OuULlsyxUUWIt,c373c7f0-fddf-4c04-a327-19dd83590753,US,step16_fallback_none,Fostering the Divide,1.0,10.0,1.0
Immortal,https://open.spotify.com/artist/2mVTkiwfm4ic6DnHpmFq8K,b863cf80-19c6-4a87-8e42-6cff7ac8f18f,NO,step16_fallback_none,Tyrants,1.0,10.0,1.0
Impaled Nazarene,https://open.spotify.com/artist/4Q7d9egO7iMngBWfgvm57d,2228019e-67b4-4d2e-a101-f2d5dcaf892f,FI,step16_fallback_none,Armageddon Death Squad,1.0,10.0,1.0
Impiety,https://open.spotify.com/artist/50takIb0sgbp0hfA0HoUWf,dd40f031-23fa-4bd3-8f16-ebfc4bb978fb,SG,step16_fallback_none,Christfuckingchrist,1.0,10.0,1.0
In Flames,https://open.spotify.com/artist/57ylwQTnFnIhJh4nu4rxCs,31745282-b1ea-4d62-939f-226b14d68e7c,SE,step16_fallback_none,Only for the Weak,1.0,10.0,1.0
In Mourning,https://open.spotify.com/artist/0gsIXiV7rw5I9wJaxgoOdB,5c368996-d655-46cb-8825-8b47f8a7879f,SE,step16_fallback_none,The Sojourner,1.0,10.0,1.0
In Vain,https://open.spotify.com/artist/5IL4ovt4wBAp3EBbm3zqlI,03d6fc5b-d6ee-4f58-afb9-e0a65400da66,NO,step16_fallback_none,Against the Grain,1.0,10.0,1.0
Incantation,https://open.spotify.com/artist/66AXpP038gUcoKVQoO98Fz,c29973c6-1a7c-401d-bce6-67b7240de677,US,step16_fallback_none,Devoured Death,1.0,10.0,1.0
Infectious Grooves,https://open.spotify.com/artist/32R6YbLokiJpZpvFX9Ewo9,7e14cf06-532b-4789-8c03-5aa13da4f6f3,US,step16_fallback_none,Violent & Funky,1.0,10.0,1.0
Iniquity,https://open.spotify.com/artist/08ZghmHbKHe2nlqz9MWaFT,6e242b12-bbc0-48e2-a7ca-27a886f6ddb6,DK,step16_fallback_none,Prophecy Of The Dying Watcher,1.0,10.0,1.0
Insomnium,https://open.spotify.com/artist/3uIgLG971oRM5fe6v8lvQS,c1f8e226-75ea-4fe6-83ce-59c122bcbca4,FI,step16_fallback_none,While We Sleep,1.0,10.0,1.0
Intestine Baalism,https://open.spotify.com/artist/2Z9z6GKa0UMW8NLx0nER8M,5ab9844a-66db-4b15-ba17-4111a6d20191,JP,step16_fallback_none,Anatomy of the Beast,1.0,10.0,1.0
Inverted,https://open.spotify.com/artist/1m4I8Uz3zKCq358TAXqpK7,55de3bab-fc6f-4cc2-bb4e-5574fbe15390,SE,step16_fallback_none,Diabolical Ceremonies,1.0,10.0,1.0
Iron Maiden,https://open.spotify.com/artist/6mdiAmATAx73kdxrNrnlao,ca891d65-d9b0-4258-89f7-e6ba29d83767,GB,step16_fallback_none,The Trooper - 2015 Remaster,1.0,10.0,1.0
Jag Panzer,https://open.spotify.com/artist/2JR4c1UoM1JGxm4wIJ27v1,5a732686-71d3-486d-b076-cae027a2f057,US,step16_fallback_none,Harder Than Steel,1.0,10.0,1.0
Jaguar,https://open.spotify.com/artist/2eXoEyhoSxGu7BFgHYLZiI,39293f1b-f2cc-418c-b0d5-6f8fbc394d6e,GB,step16_fallback_none,Axe Crazy,1.0,10.0,1.0
Jason Charles Miller,https://open.spotify.com/artist/7pOKRPPfbtv5c7Kdv40LVo,2f4a81ad-6e61-4775-8756-7d5989f4c454,US,step16_fallback_none,Rules of Nature - Platinum Mix,1.0,10.0,1.0
Internal Corrosion,https://open.spotify.com/artist/1IaZ0NOp0xso0DD4Q0X6qX,,US,step16_fallback_none,,,,
Jimmy Gnecco,https://open.spotify.com/artist/5QcGYbIhQiKu472ypOrhJu,2f22a8b4-80ed-4de3-bef1-3ec562324dd1,US,step16_fallback_none,It Has To Be This Way - Platinum Mix,1.0,10.0,1.0
Judas Priest,https://open.spotify.com/artist/2tRsMl4eGxwoNabM08Dm4I,6b335658-22c8-485d-93de-0bc29a1d0349,GB,step16_fallback_none,Breaking the Law,1.0,10.0,1.0
Kalmah,https://open.spotify.com/artist/2YPVtFn6SsYNntkmrdDpGF,8d5291bc-e960-428a-9004-b5ab9c171dd2,FI,step16_fallback_none,Heroes To Us,1.0,10.0,1.0
Kanonenfieber,https://open.spotify.com/artist/5VI8SBEX7uSvoHsdI5xNVJ,b0016af8-3953-47ce-b865-475a770d7b17,DE,step16_fallback_none,Menschenmühle,1.0,10.0,1.0
Karg,https://open.spotify.com/artist/3Qp4Hew1h6BC9YSCNkuYoy,e9087af4-bbf6-4d02-a4fe-8155d93cee77,AT,step16_fallback_none,Petrichor,1.0,10.0,1.0
Kataklysm,https://open.spotify.com/artist/7kozeGeawfP7IEEL6dddrM,91d51bc3-bfcc-49f2-b6c4-d6d205d6291b,CA,step16_fallback_none,The Black Sheep,1.0,10.0,1.0
Katatonia,https://open.spotify.com/artist/2CWWgbxApjbyByxBBCvGTm,61ed9c9c-79eb-4e8f-8015-bd599ac0ab49,SE,step16_fallback_none,My Twin,1.0,10.0,1.0
Kilcrops,https://open.spotify.com/artist/35RQXAyUyPsRRcank3cohw,88057547-58e3-463f-9f1b-bc8622268381,CO,step16_fallback_none,"Infiel a Dos Mentiras ""Vida""",1.0,10.0,1.0
Killswitch Engage,https://open.spotify.com/artist/37394IP6uhnjIpsawpMu4l,8295ee00-0096-461d-95c7-c2263d2a4c6d,US,step16_fallback_none,My Curse,1.0,10.0,1.0
King Diamond,https://open.spotify.com/artist/5i0ph60TnwTlIGrOZAmcZa,00565b31-14a3-4913-bd22-385eb40dd13c,DK,step16_fallback_none,No Presents for Christmas,1.0,10.0,1.0
Kreator,https://open.spotify.com/artist/3BM0EaYmkKWuPmmHFUTQHv,39822e8d-f24e-4f07-b51b-28b22e59fbdb,DE,step16_fallback_none,Satan Is Real,1.0,10.0,1.0
Krisiun,https://open.spotify.com/artist/3pzAW9xs16rX8fukH8wV6N,9e6458d6-7053-48eb-ac8f-bf6fdf9169c6,BR,step16_fallback_none,Blood of Lions,1.0,10.0,1.0
Krusnix,https://open.spotify.com/artist/2kZgEhnx1ELWPeJf8kAqRL,a94847e1-e5fa-408d-a884-efe580eec64e,SG,step16_fallback_none,Mangoat,2.0,9.0,1.0
Kryptos,https://open.spotify.com/artist/0SmK0Nh1fuDYGSGWDI3eVh,0aa333b0-d52a-4b37-bfe8-04172a6d9c2b,IN,step16_fallback_none,Full Throttle,1.0,10.0,1.0
Këkht Aräkh,https://open.spotify.com/artist/72unU2j2vnNWFiITlvx2nv,4da8fda4-5699-4b39-8f55-b09dcbfa6f55,UA,step16_fallback_none,Amor,1.0,10.0,1.0
La Bottega del Tempo a Vapore,https://open.spotify.com/artist/2H30aFw96KXFCK3kwZeH3k,cfea1b34-9da2-459b-9cbd-e48c1aa6e9c3,IT,step16_fallback_none,"Tempo Inverso, Pt. 1: Il Viaggio",6.0,10.0,1.0
Lacuna Coil,https://open.spotify.com/artist/4OAddazJM576euUnFSvXSL,6fea1339-260c-40fe-bb7a-ace5c8438955,IT,step16_fallback_none,Enjoy the Silence - cover version,1.0,10.0,1.0
Lahmia,https://open.spotify.com/artist/0er4R5wQIjww94ziq9YcBf,85f13af6-af0e-4006-bf4e-d858d4f11961,IT,step16_fallback_none,Strenght from My Wounds,1.0,10.0,1.0
Lamb of God,https://open.spotify.com/artist/3JFsVIxOn7STeilPICkkB2,298909e4-ebcb-47b8-95e9-cc53b087fc65,US,step16_fallback_none,Laid to Rest,1.0,10.0,1.0
Leviticus,https://open.spotify.com/artist/07L6Wek75tzjL36l6czIFM,e212e7b1-d95c-461b-965e-c753565dfc51,SE,step16_fallback_none,Born Again,1.0,10.0,1.0
Lich King,https://open.spotify.com/artist/4rlxS0LeVnHz6z1zp2iJbz,cda74ad6-0248-4316-8d07-4dbd917d893d,US,step16_fallback_none,Combat Mosh,1.0,10.0,1.0
Liege Lord,https://open.spotify.com/artist/2Ix4mp7nno9s9UPqLFdb8e,ca243f8d-6820-4775-90a7-28bc8dbac80e,US,step16_fallback_none,Master Control,1.0,10.0,1.0
Limp Bizkit,https://open.spotify.com/artist/165ZgPlLkK7bf5bDoFc6Sb,8f9d6bb2-dba4-4cca-9967-cc02b9f4820c,US,step16_fallback_none,Break Stuff,1.0,10.0,1.0
Linkin Park,https://open.spotify.com/artist/6XyY86QOPPrYVGvF9ch6wz,f59c5520-5f46-4d2c-b2c4-822eabf53419,US,step16_fallback_none,In the End,1.0,10.0,1.0
Kit Walters,https://open.spotify.com/artist/3b5q2IONMBhoIsw3RZeOe0,,US,step16_fallback_none,,,,
Lamp of Murmuur,https://open.spotify.com/artist/1kPJs4pSGj3yUsYwmGmJF3,ec271222-b956-44d8-a30f-ad863c42c647,US,step16_fallback_none,Forest of Hallucinations,1.0,10.0,1.0
Last Lightning,https://open.spotify.com/artist/1t40E17WOgf9zKD5GnRycG,ebeb5354-d6b7-4429-b13c-a50395fe0aff,NO,step16d_unique_exact_name_country_only,,,,
Lord Belial,https://open.spotify.com/artist/7gVIcvxZLQ9mKI7k6tXQdq,fd259410-b408-4ba4-9e75-977dd3cb10df,SE,step16_fallback_none,Forlorn in Silence,1.0,10.0,1.0
Lords of the Trident,https://open.spotify.com/artist/1C11hnl3RZ7hadyMv5g5gm,fff58f69-8df3-49e7-a40e-fc6e01c10c2e,US,step16_fallback_none,Death Dealer,1.0,10.0,1.0
Lost Horizon,https://open.spotify.com/artist/5fIeefAhrmO4FiO6DPCXeO,40e1c1e4-4972-4344-b1a8-7a03ba987da1,SE,step16_fallback_none,Highlander (The One),1.0,10.0,1.0
LOUDNESS,https://open.spotify.com/artist/2bjzKs28cL5EVKB0xqUGuJ,513b6df2-f44c-4484-b99d-97f79266cb4a,JP,step16_fallback_none,CRAZY NIGHT,1.0,10.0,1.0
Luca Turilli (Band),https://open.spotify.com/artist/6SyqLkNwRYl5nXTRpfodcG,e1fa99a5-b761-45ab-b0bd-71cd6f2718d4,IT,step16_fallback_none,Black Dragon,1.0,10.0,1.0
Luca Turilli's Rhapsody,https://open.spotify.com/artist/0PRRjT3oYRbOuybmBXzVwP,87f8cdb8-bea9-4460-978f-f76e0f1b9a5b,IT,step16_fallback_none,Ascending to Infinity,1.0,10.0,1.0
Luciferion,https://open.spotify.com/artist/3uQHwT88L3ycZp5FXAaTtV,63994e38-e34b-47d8-b21f-1a7241eed284,SE,step16_fallback_none,On The Wings Of The Emperor,1.0,10.0,1.0
Majesties,https://open.spotify.com/artist/6ltmynMmgIUOQiL4eHlHyo,ea228d93-db41-4b62-862b-f9bdd8ef230c,US,step16_fallback_none,The World Unseen,1.0,10.0,1.0
MAKOTCH,https://open.spotify.com/artist/3gJFtRIlny9NTAlFRGU3oi,,JP,step16_fallback_none,,,,
Malevolent Creation,https://open.spotify.com/artist/1NrkyGnaWUYV1hLP74pp6X,77b6b083-d27d-4948-a389-3d5055daf5ae,US,step16_fallback_none,Premature Burial,1.0,10.0,1.0
Manilla Road,https://open.spotify.com/artist/1qt7m48wpniTuMJ2YsVBI5,71dc0b7d-64f7-49ba-8723-f60804911b4e,US,step16_fallback_none,Necropolis,1.0,10.0,1.0
Manowar,https://open.spotify.com/artist/4CzUzn54Cp9TQr6a7JIlMZ,00eeed6b-5897-4359-8347-b8cd28375331,US,step16_fallback_none,Warriors of the World United,1.0,10.0,1.0
Marduk,https://open.spotify.com/artist/2lxB5NTcQXj7GGRR4xAVaH,b7dc7c76-53f1-49ac-8dc2-d469ed7f8e65,SE,step16_fallback_none,The Blond Beast,1.0,10.0,1.0
Marianas Rest,https://open.spotify.com/artist/0k4zMzhcTcF2wQcbOMVZxD,28091a29-d11e-4fbe-a774-380daa0f7cfb,FI,step16_fallback_none,Diamonds in the Rough,1.0,10.0,1.0
Massacra,https://open.spotify.com/artist/7nlPGS5nncGJ7gvgYR2zxR,fdc9dfd9-c6d5-4282-8f49-85dff4dad053,FR,step16_fallback_none,Enjoy the Violence,1.0,10.0,1.0
Massacre,https://open.spotify.com/artist/10tKMKG6F95zDrJOxqtjhA,e22e4f7f-0973-4e45-a245-6bb59edbb07a,US,step16_fallback_none,Dawn of Eternity,1.0,10.0,1.0
Mastiphal,https://open.spotify.com/artist/4uoJlZxhm4vVyFfGv5vA05,da5ae970-da63-4fbe-9ac3-8152a18f9987,PL,step16_fallback_none,Rituals,1.0,10.0,1.0
Mayhem,https://open.spotify.com/artist/0dR10i73opHXuRuLbgxltM,c5f9e699-7b0d-4030-86dd-7acc8250d147,NO,step16_fallback_none,Freezing Moon,1.0,10.0,1.0
Mayhemic,https://open.spotify.com/artist/55luadP3qhedvhR1hUxDfl,68d3e375-fa99-4125-bcac-cd81167c0ee4,CL,step16_fallback_none,Kollarbone Crushed Neanderthal,1.0,10.0,1.0
Megadeth,https://open.spotify.com/artist/1Yox196W7bzVNZI7RBaPnf,a9044915-8be3-4c7e-b11f-9e2d2ea0a91e,US,step16_fallback_none,Symphony Of Destruction - Remastered 2012,1.0,10.0,1.0
Merciless,https://open.spotify.com/artist/4u42vKXACW1yzqfdyFWo0l,44cbf08f-1ed2-4b5d-a389-855a50f3236e,SE,step16_fallback_none,Pure Hate,1.0,10.0,1.0
Merciless Death,https://open.spotify.com/artist/1e4phaOS2Rq5q2CZVauEg5,25050e8f-7994-4215-9afd-68a595087861,US,step16_fallback_none,Slaughter Lord,1.0,10.0,1.0
Mercyful Fate,https://open.spotify.com/artist/0W8edGiwAsv6HXF0Kyc2V9,9b137ab6-5987-4606-989b-183cdb2d3e50,DK,step16_fallback_none,Evil,1.0,10.0,1.0
Meshuggah,https://open.spotify.com/artist/3ggwAqZD3lyT2sbovlmfQY,cf8b3b8c-118e-4136-8d1d-c37091173413,SE,step16_fallback_none,Bleed,1.0,10.0,1.0
Metal Church,https://open.spotify.com/artist/0exvkfkATkqWOJgugTjJhP,09830e79-cc8d-422f-ae25-6efde4320b73,US,step16_fallback_none,Metal Church,1.0,10.0,1.0
Metallica,https://open.spotify.com/artist/2ye2Wgw4gimLv2eAKyk1NB,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,US,step16_fallback_none,Enter Sandman - Remastered 2021,1.0,10.0,1.0
Metalucifer,https://open.spotify.com/artist/5E2nkYdPcLEp7SkhhSyW3G,d71a85d7-2814-47ff-a877-95267ddfef0a,JP,step16_fallback_none,Heavy Metal Drill,1.0,10.0,1.0
METHOD,https://open.spotify.com/artist/0a5JcWqYvVQFOGWt6SxvL7,25db2c4e-c884-43fe-aff2-0c3d14435c39,KR,step16_fallback_none,Passed by your side,2.0,10.0,1.0
Mgła,https://open.spotify.com/artist/2hbkBlGBgvJkC3tpUn9w4C,e7b4c928-8c45-4ecf-9f08-da64fe5c2ddd,PL,step16_fallback_none,Exercises in Futility V,1.0,10.0,1.0
Midas,https://open.spotify.com/artist/1xbUKM3c1WNURoDHEDGXBf,602b3daf-1948-4b1a-9ae4-f4068d5a3f6f,US,step16_fallback_none,BLACKENED BLADE,1.0,10.0,1.0
Minenwerfer,https://open.spotify.com/artist/7uyxyhQKI5ZSpW33tQeMhz,fc4de806-1e66-462b-b80e-baa92251afa2,US,step16_fallback_none,Tiroler Edelweiss,1.0,10.0,1.0
Misery Index,https://open.spotify.com/artist/1kTUJy3zL57iEANLB9FpIA,f9b57146-c5ce-41ad-adfb-ee904a4f7b19,US,step16_fallback_none,New Salem,1.0,10.0,1.0
Misþyrming,https://open.spotify.com/artist/32zyj5MW8nhKGMaGlp4njt,03f9e6f0-7c7f-4fd6-a47f-f0b0425f314b,IS,step16_fallback_none,Hælið,1.0,10.0,1.0
Mithotyn,https://open.spotify.com/artist/7gFfRPckqHxOZEpgRVfA2t,bb7ef759-5319-4521-b58f-42333804e8e3,SE,step16_fallback_none,King of the Distant Forest,1.0,10.0,1.0
Monstrosity,https://open.spotify.com/artist/6u1oqIGVTj3TPVVcwn9Qt5,01a95f03-70f8-488f-86eb-696d686d331f,US,step16_fallback_none,Fatal Millennium,1.0,10.0,1.0
Moonlight Sorcery,https://open.spotify.com/artist/1kaiQHeL8Na4dtRGOPA77a,3f0455db-1605-42fb-971f-9ba539152f22,FI,step16_fallback_none,In Coldest Embrace,1.0,10.0,1.0
Moonsorrow,https://open.spotify.com/artist/4PdaU6ArZ8JTZvCX9ZWuTI,98fb7792-01fa-4ed1-a15d-20077a47210f,FI,step16_fallback_none,Suden Tunti,1.0,10.0,1.0
Moonspell,https://open.spotify.com/artist/17bYSQ9ZRnreVnJjE5X2x6,386b19c6-a3d2-414a-bef2-c178572b1cbe,PT,step16_fallback_none,Vampiria,1.0,10.0,1.0
Morbid,https://open.spotify.com/artist/1yyjjuXGTA4Qf0UUEIWEQe,adfb1bc2-02b6-46d0-9425-72495005241b,SE,step16_fallback_none,"Wings of Funeral (""December Moon"" Demo 1986)",2.0,10.0,1.0
Morbid Angel,https://open.spotify.com/artist/35jmO5o3AhUV70kiR7u4Nw,4355a36d-805e-478d-8589-64f0292724b2,US,step16_fallback_none,Immortal Rites,1.0,10.0,1.0
Morbid Saint,https://open.spotify.com/artist/4jcj3BdKlh7LFhByepe02p,51b5655b-4f76-4569-a1d2-29f149ddbe1d,US,step16_fallback_none,Lock up Your Children,1.0,10.0,1.0
Moribund Dawn,https://open.spotify.com/artist/1pAoTZgQIL3A7xzCyfXTOc,3f80c047-dffb-46ab-80ed-65869f29f1eb,US,step16_fallback_none,Dark Mysteries of Time & Eternity,1.0,6.0,1.0
Mors Principium Est,https://open.spotify.com/artist/1k0jnWb55QS6FjTU9LzMhi,8d08484c-c532-457a-a04c-2510da38744e,FI,step16_fallback_none,Apricity,1.0,10.0,1.0
Mortal Decay,https://open.spotify.com/artist/7xi3a93AbjlY2v3VjhddfE,281cbfed-26c6-4efc-aaf4-501b922f6ea0,US,step16_fallback_none,Decomposed with Nitric Acid,1.0,10.0,1.0
Mortal Love,https://open.spotify.com/artist/2sWjvNPEMH9YAmDKNLFqR5,3d367589-9dfb-433c-ae23-dd2908b00ec6,NO,step16_fallback_none,I Make the Mistake,1.0,10.0,1.0
Mortal Sin,https://open.spotify.com/artist/3Pxc8FkiGcuuVhE2WcHb7g,3e43531f-4bd2-465f-b038-fb4a84a01a02,AU,step16_fallback_none,Voyage Of The Disturbed,1.0,10.0,1.0
Mortician,https://open.spotify.com/artist/34PPy9Ut9m8qB8BnmCiVmO,e79731e0-4af1-4104-825e-e070b9592bf0,US,step16_fallback_none,Rabid,1.0,10.0,1.0
Morbid Stench,https://open.spotify.com/artist/4MnbhChtRSnbjGKoj8X10M,9e78a6bc-dd5f-41e3-bb70-dd6ec3bdd3bc,,step16_fallback_none,Estuary of Relics,1.0,7.0,1.0
Motörhead,https://open.spotify.com/artist/1DFr97A9HnbV3SKTJFu62M,57961a97-3796-4bf7-9f02-a985a8979ae9,GB,step16_fallback_none,Ace of Spades,1.0,10.0,1.0
Mudvayne,https://open.spotify.com/artist/2Pfv2w8a20xzC7Dr7QXRqM,f1c8da15-b408-4149-b863-f1cbe9971f19,US,step16_fallback_none,Happy?,1.0,10.0,1.0
Municipal Waste,https://open.spotify.com/artist/2Ah9OuOj7B57gPD1cbwiaE,b5a31e9b-1fa2-45f9-91f5-b3a25fb38038,US,step16_fallback_none,Wave of Death,1.0,10.0,1.0
My Dying Bride,https://open.spotify.com/artist/7iMWWdRNiCJwGOGEIYr02z,2f04ad1f-9f97-41d0-a09c-59c40dfe9cd1,GB,step16_fallback_none,Your Broken Shore,1.0,10.0,1.0
Myrath,https://open.spotify.com/artist/72500XOYPw5e7OgFWuW2Gl,a0c61019-6f4a-4313-9c43-57df14ab4dce,TN,step16_fallback_none,Believer,1.0,10.0,1.0
Myrkskog,https://open.spotify.com/artist/2mhkEdCr2SsG8snz5VK4Vn,e33938a8-5fd1-465a-9f21-9ecfa6923315,NO,step16_fallback_none,Discipline Misanthropy,1.0,10.0,1.0
Mystifier,https://open.spotify.com/artist/6IWWVFu6hqi1IJ5qwGXJBc,8dd7079e-7eac-40e4-a2e9-327c167f021d,BR,step16_fallback_none,Beelzebuth,1.0,10.0,1.0
Månegarm,https://open.spotify.com/artist/6jQgWQKirZ7IKDGN8fRtdA,56956605-de13-467a-9348-1a92ee2bc27b,SE,step16_fallback_none,Odin Owns Ye All,1.0,10.0,1.0
Nailbomb,https://open.spotify.com/artist/4Q6EFOghPrRjdwsF4p7Nzm,03d46d6b-adf7-4cd7-9b30-7c29063b06b3,US,step16_fallback_none,Cockroaches,1.0,10.0,1.0
Nails,https://open.spotify.com/artist/69a2GzMCkrrTrN9iVmP8Ys,a7d9c5f6-751d-4ea5-bf6d-39f1751d44a1,US,step16_fallback_none,Unsilent Death,1.0,10.0,1.0
Napalm Death,https://open.spotify.com/artist/3UqRgrDIQ208yNGiWKRMNt,ce7bba8b-026b-4aa6-bddb-f98ed6d595e4,GB,step16_fallback_none,Scum,1.0,10.0,1.0
Necrodeath,https://open.spotify.com/artist/73n8NYaqRf2oJBuK7lWq0O,d83bbea5-8b48-43eb-8b36-a063486d3fdd,IT,step16_fallback_none,At the Mountains of Madness,1.0,10.0,1.0
Necromantia,https://open.spotify.com/artist/7dWkdNWDP7qb2zH4LNVJhi,5d997eec-857a-4cd8-9b5d-a95f8032a492,GR,step16_fallback_none,Black mirror,1.0,10.0,1.0
Necrophagist,https://open.spotify.com/artist/22GSc8UsPGIP5mrM4W57rY,251b5564-6dcf-4299-b1a3-921885bdaf88,DE,step16_fallback_none,Stabwound,1.0,10.0,1.0
Necrophecy,https://open.spotify.com/artist/25IItTNV02Bcr7fhdtZgbB,,SG,step16_fallback_none,,,,
Necrophobic,https://open.spotify.com/artist/3RUZtC4rkONY3kprM10ZTa,76bea740-9961-400e-845c-33c189ad9eda,SE,step16_fallback_none,Tsar Bomba,1.0,10.0,1.0
Nefandus,https://open.spotify.com/artist/0rn77OFITGV5D70eGQ5VUF,86a38f59-a0dd-4b4c-8a68-49b762c87871,SE,step16_fallback_none,Att Fira Jesu Död,1.0,10.0,1.0
Nephylim,https://open.spotify.com/artist/7DPLwE91KdBmQUCRIRlDZr,df80ae94-1738-403a-9385-f0a1f1546a48,NL,step16_fallback_none,Circuition,1.0,10.0,1.0
Nevermore,https://open.spotify.com/artist/1wUArE0NhHB8M1bU2WSplY,7d093650-89be-4108-842b-ba7f5367504b,US,step16_fallback_none,Believe in Nothing,1.0,10.0,1.0
Newsted,https://open.spotify.com/artist/4eDkaLQcam2cyul9Wjf1yX,ec1a8486-b66e-418b-87f2-63933c08d4d5,US,step16_fallback_none,Soldierhead,1.0,4.0,1.0
Nifelheim,https://open.spotify.com/artist/7f4Agzz6Lwh1QJ0teHHpJn,51f5f29e-ffc2-4c99-927b-f80259d32a04,SE,step16_fallback_none,Sodomizer,1.0,10.0,1.0
Nightwish,https://open.spotify.com/artist/2NPduAUeLVsfIauhRwuft1,00a9f935-ba93-4fc8-a33a-993abe9c936b,FI,step16_fallback_none,Nemo,1.0,10.0,1.0
Nile,https://open.spotify.com/artist/3v3VSKylQE69ztn5TUVlFE,adc68a50-38ee-456d-927e-715cbf74c0d5,US,step16_fallback_none,Permitting the Noble Dead to Descend to the Underworld,1.0,10.0,1.0
Nocturnus,https://open.spotify.com/artist/5ATaBoi3yPQE7k3PD7TuDB,aad4ed41-4f1c-4388-a82d-dd7f03807d72,US,step16_fallback_none,Lake of Fire,1.0,10.0,1.0
Non Est Deus,https://open.spotify.com/artist/3CAMaX2bss4c0E7K4O0dTf,7d8664aa-b227-4c23-bd8b-7ac0fc441215,DE,step16_fallback_none,Save Us,1.0,10.0,1.0
None,https://open.spotify.com/artist/2ZO5sFPyILDQkFdS4HJPFS,0c55617d-2e31-45c4-b364-6f882d3e3297,US,step16_fallback_none,It's Painless to Let Go,1.0,10.0,1.0
Norther,https://open.spotify.com/artist/7FYqu76teK16FSlw4ZYFhW,313a0007-b9d3-4036-921a-ce311f9795ad,FI,step16_fallback_none,Frozen Angel,1.0,10.0,1.0
Noumena,https://open.spotify.com/artist/4vWgFBf8pMnDHVq2CTWvvL,aada5414-189e-4b59-bf10-0212daa27618,FI,step16_fallback_none,Misanthropolis,1.0,10.0,1.0
Novembers Doom,https://open.spotify.com/artist/7CPjagX3gF7woK0P7YNuKd,d2c2707a-e9d5-443f-9112-23cb2f42d553,US,step16_fallback_none,What Could Have Been,1.0,10.0,1.0
